set_1_name,set_2_name,set_1_id,set_2_id,mt_id,parameter,mt_fact,mt_fact_others
nd_id,na,2,-1,0,price_co2,0.908952794,1.0
nd_id,na,2,-1,1,price_co2,0.945415084,1.0
nd_id,na,2,-1,2,price_co2,0.885512751,1.0
nd_id,na,2,-1,3,price_co2,0.92457949,1.0
nd_id,na,2,-1,4,price_co2,0.970157352,1.0
nd_id,na,2,-1,5,price_co2,0.972761801,1.0
nd_id,na,2,-1,6,price_co2,1.006619642,1.0
nd_id,na,2,-1,7,price_co2,1.053499729,1.0
nd_id,na,2,-1,8,price_co2,1.054801953,1.0
nd_id,na,2,-1,9,price_co2,1.091264243,1.0
nd_id,na,2,-1,10,price_co2,1.106890939,1.0
nd_id,na,2,-1,11,price_co2,1.079544221,1.0
nd_id,na,0,-1,0,price_co2,0.908952794,1.0
nd_id,na,0,-1,1,price_co2,0.945415084,1.0
nd_id,na,0,-1,2,price_co2,0.885512751,1.0
nd_id,na,0,-1,3,price_co2,0.92457949,1.0
nd_id,na,0,-1,4,price_co2,0.970157352,1.0
nd_id,na,0,-1,5,price_co2,0.972761801,1.0
nd_id,na,0,-1,6,price_co2,1.006619642,1.0
nd_id,na,0,-1,7,price_co2,1.053499729,1.0
nd_id,na,0,-1,8,price_co2,1.054801953,1.0
nd_id,na,0,-1,9,price_co2,1.091264243,1.0
nd_id,na,0,-1,10,price_co2,1.106890939,1.0
nd_id,na,0,-1,11,price_co2,1.079544221,1.0
nd_id,na,4,-1,0,price_co2,0.908952794,1.0
nd_id,na,4,-1,1,price_co2,0.945415084,1.0
nd_id,na,4,-1,2,price_co2,0.885512751,1.0
nd_id,na,4,-1,3,price_co2,0.92457949,1.0
nd_id,na,4,-1,4,price_co2,0.970157352,1.0
nd_id,na,4,-1,5,price_co2,0.972761801,1.0
nd_id,na,4,-1,6,price_co2,1.006619642,1.0
nd_id,na,4,-1,7,price_co2,1.053499729,1.0
nd_id,na,4,-1,8,price_co2,1.054801953,1.0
nd_id,na,4,-1,9,price_co2,1.091264243,1.0
nd_id,na,4,-1,10,price_co2,1.106890939,1.0
nd_id,na,4,-1,11,price_co2,1.079544221,1.0
nd_id,na,3,-1,0,price_co2,0.908952794,1.0
nd_id,na,3,-1,1,price_co2,0.945415084,1.0
nd_id,na,3,-1,2,price_co2,0.885512751,1.0
nd_id,na,3,-1,3,price_co2,0.92457949,1.0
nd_id,na,3,-1,4,price_co2,0.970157352,1.0
nd_id,na,3,-1,5,price_co2,0.972761801,1.0
nd_id,na,3,-1,6,price_co2,1.006619642,1.0
nd_id,na,3,-1,7,price_co2,1.053499729,1.0
nd_id,na,3,-1,8,price_co2,1.054801953,1.0
nd_id,na,3,-1,9,price_co2,1.091264243,1.0
nd_id,na,3,-1,10,price_co2,1.106890939,1.0
nd_id,na,3,-1,11,price_co2,1.079544221,1.0
nd_id,na,1,-1,0,price_co2,1.0,1.0
nd_id,na,1,-1,1,price_co2,1.0,1.0
nd_id,na,1,-1,2,price_co2,1.0,1.0
nd_id,na,1,-1,3,price_co2,1.0,1.0
nd_id,na,1,-1,4,price_co2,1.0,1.0
nd_id,na,1,-1,5,price_co2,1.0,1.0
nd_id,na,1,-1,6,price_co2,1.0,1.0
nd_id,na,1,-1,7,price_co2,1.0,1.0
nd_id,na,1,-1,8,price_co2,1.0,1.0
nd_id,na,1,-1,9,price_co2,1.0,1.0
nd_id,na,1,-1,10,price_co2,1.0,1.0
nd_id,na,1,-1,11,price_co2,1.0,1.0
fl_id,nd_id,2,0,0,vc_fl,1.103290676,1.0
fl_id,nd_id,2,0,1,vc_fl,1.015539305,1.0
fl_id,nd_id,2,0,2,vc_fl,1.027422303,1.0
fl_id,nd_id,2,0,3,vc_fl,1.034734918,1.0
fl_id,nd_id,2,0,4,vc_fl,1.024680073,1.0
fl_id,nd_id,2,0,5,vc_fl,1.008226691,1.0
fl_id,nd_id,2,0,6,vc_fl,0.987202925,1.0
fl_id,nd_id,2,0,7,vc_fl,0.984460695,1.0
fl_id,nd_id,2,0,8,vc_fl,0.986288848,1.0
fl_id,nd_id,2,0,9,vc_fl,0.959780622,1.0
fl_id,nd_id,2,0,10,vc_fl,0.932358318,1.0
fl_id,nd_id,2,0,11,vc_fl,0.938756856,1.0
fl_id,nd_id,0,0,0,vc_fl,0.998842593,1.0
fl_id,nd_id,0,0,1,vc_fl,1.032407407,1.0
fl_id,nd_id,0,0,2,vc_fl,1.070601852,1.0
fl_id,nd_id,0,0,3,vc_fl,1.076388889,1.0
fl_id,nd_id,0,0,4,vc_fl,1.041666667,1.0
fl_id,nd_id,0,0,5,vc_fl,1.009259259,1.0
fl_id,nd_id,0,0,6,vc_fl,1.018518519,1.0
fl_id,nd_id,0,0,7,vc_fl,0.965277778,1.0
fl_id,nd_id,0,0,8,vc_fl,0.949074074,1.0
fl_id,nd_id,0,0,9,vc_fl,0.944444444,1.0
fl_id,nd_id,0,0,10,vc_fl,0.962962963,1.0
fl_id,nd_id,0,0,11,vc_fl,0.929398148,1.0
fl_id,nd_id,13,0,0,vc_fl,0.894243641,1.0
fl_id,nd_id,13,0,1,vc_fl,1.123159304,1.0
fl_id,nd_id,13,0,2,vc_fl,1.124497992,1.0
fl_id,nd_id,13,0,3,vc_fl,1.207496653,1.0
fl_id,nd_id,13,0,4,vc_fl,1.250334672,1.0
fl_id,nd_id,13,0,5,vc_fl,1.203480589,1.0
fl_id,nd_id,13,0,6,vc_fl,1.085676037,1.0
fl_id,nd_id,13,0,7,vc_fl,0.922356091,1.0
fl_id,nd_id,13,0,8,vc_fl,0.878179384,1.0
fl_id,nd_id,13,0,9,vc_fl,0.863453815,1.0
fl_id,nd_id,13,0,10,vc_fl,0.81793842,1.0
fl_id,nd_id,13,0,11,vc_fl,0.633199465,1.0
fl_id,nd_id,2,1,0,vc_fl,1.103290676,1.0
fl_id,nd_id,2,1,1,vc_fl,1.015539305,1.0
fl_id,nd_id,2,1,2,vc_fl,1.027422303,1.0
fl_id,nd_id,2,1,3,vc_fl,1.034734918,1.0
fl_id,nd_id,2,1,4,vc_fl,1.024680073,1.0
fl_id,nd_id,2,1,5,vc_fl,1.008226691,1.0
fl_id,nd_id,2,1,6,vc_fl,0.987202925,1.0
fl_id,nd_id,2,1,7,vc_fl,0.984460695,1.0
fl_id,nd_id,2,1,8,vc_fl,0.986288848,1.0
fl_id,nd_id,2,1,9,vc_fl,0.959780622,1.0
fl_id,nd_id,2,1,10,vc_fl,0.932358318,1.0
fl_id,nd_id,2,1,11,vc_fl,0.938756856,1.0
fl_id,nd_id,0,1,0,vc_fl,0.998842593,1.0
fl_id,nd_id,0,1,1,vc_fl,1.032407407,1.0
fl_id,nd_id,0,1,2,vc_fl,1.070601852,1.0
fl_id,nd_id,0,1,3,vc_fl,1.076388889,1.0
fl_id,nd_id,0,1,4,vc_fl,1.041666667,1.0
fl_id,nd_id,0,1,5,vc_fl,1.009259259,1.0
fl_id,nd_id,0,1,6,vc_fl,1.018518519,1.0
fl_id,nd_id,0,1,7,vc_fl,0.965277778,1.0
fl_id,nd_id,0,1,8,vc_fl,0.949074074,1.0
fl_id,nd_id,0,1,9,vc_fl,0.944444444,1.0
fl_id,nd_id,0,1,10,vc_fl,0.962962963,1.0
fl_id,nd_id,0,1,11,vc_fl,0.929398148,1.0
fl_id,nd_id,13,1,0,vc_fl,0.894243641,1.0
fl_id,nd_id,13,1,1,vc_fl,1.123159304,1.0
fl_id,nd_id,13,1,2,vc_fl,1.124497992,1.0
fl_id,nd_id,13,1,3,vc_fl,1.207496653,1.0
fl_id,nd_id,13,1,4,vc_fl,1.250334672,1.0
fl_id,nd_id,13,1,5,vc_fl,1.203480589,1.0
fl_id,nd_id,13,1,6,vc_fl,1.085676037,1.0
fl_id,nd_id,13,1,7,vc_fl,0.922356091,1.0
fl_id,nd_id,13,1,8,vc_fl,0.878179384,1.0
fl_id,nd_id,13,1,9,vc_fl,0.863453815,1.0
fl_id,nd_id,13,1,10,vc_fl,0.81793842,1.0
fl_id,nd_id,13,1,11,vc_fl,0.633199465,1.0
fl_id,nd_id,2,2,0,vc_fl,1.103290676,1.0
fl_id,nd_id,2,2,1,vc_fl,1.015539305,1.0
fl_id,nd_id,2,2,2,vc_fl,1.027422303,1.0
fl_id,nd_id,2,2,3,vc_fl,1.034734918,1.0
fl_id,nd_id,2,2,4,vc_fl,1.024680073,1.0
fl_id,nd_id,2,2,5,vc_fl,1.008226691,1.0
fl_id,nd_id,2,2,6,vc_fl,0.987202925,1.0
fl_id,nd_id,2,2,7,vc_fl,0.984460695,1.0
fl_id,nd_id,2,2,8,vc_fl,0.986288848,1.0
fl_id,nd_id,2,2,9,vc_fl,0.959780622,1.0
fl_id,nd_id,2,2,10,vc_fl,0.932358318,1.0
fl_id,nd_id,2,2,11,vc_fl,0.938756856,1.0
fl_id,nd_id,0,2,0,vc_fl,0.998842593,1.0
fl_id,nd_id,0,2,1,vc_fl,1.032407407,1.0
fl_id,nd_id,0,2,2,vc_fl,1.070601852,1.0
fl_id,nd_id,0,2,3,vc_fl,1.076388889,1.0
fl_id,nd_id,0,2,4,vc_fl,1.041666667,1.0
fl_id,nd_id,0,2,5,vc_fl,1.009259259,1.0
fl_id,nd_id,0,2,6,vc_fl,1.018518519,1.0
fl_id,nd_id,0,2,7,vc_fl,0.965277778,1.0
fl_id,nd_id,0,2,8,vc_fl,0.949074074,1.0
fl_id,nd_id,0,2,9,vc_fl,0.944444444,1.0
fl_id,nd_id,0,2,10,vc_fl,0.962962963,1.0
fl_id,nd_id,0,2,11,vc_fl,0.929398148,1.0
fl_id,nd_id,13,2,0,vc_fl,0.894243641,1.0
fl_id,nd_id,13,2,1,vc_fl,1.123159304,1.0
fl_id,nd_id,13,2,2,vc_fl,1.124497992,1.0
fl_id,nd_id,13,2,3,vc_fl,1.207496653,1.0
fl_id,nd_id,13,2,4,vc_fl,1.250334672,1.0
fl_id,nd_id,13,2,5,vc_fl,1.203480589,1.0
fl_id,nd_id,13,2,6,vc_fl,1.085676037,1.0
fl_id,nd_id,13,2,7,vc_fl,0.922356091,1.0
fl_id,nd_id,13,2,8,vc_fl,0.878179384,1.0
fl_id,nd_id,13,2,9,vc_fl,0.863453815,1.0
fl_id,nd_id,13,2,10,vc_fl,0.81793842,1.0
fl_id,nd_id,13,2,11,vc_fl,0.633199465,1.0
fl_id,nd_id,2,3,0,vc_fl,1.103290676,1.0
fl_id,nd_id,2,3,1,vc_fl,1.015539305,1.0
fl_id,nd_id,2,3,2,vc_fl,1.027422303,1.0
fl_id,nd_id,2,3,3,vc_fl,1.034734918,1.0
fl_id,nd_id,2,3,4,vc_fl,1.024680073,1.0
fl_id,nd_id,2,3,5,vc_fl,1.008226691,1.0
fl_id,nd_id,2,3,6,vc_fl,0.987202925,1.0
fl_id,nd_id,2,3,7,vc_fl,0.984460695,1.0
fl_id,nd_id,2,3,8,vc_fl,0.986288848,1.0
fl_id,nd_id,2,3,9,vc_fl,0.959780622,1.0
fl_id,nd_id,2,3,10,vc_fl,0.932358318,1.0
fl_id,nd_id,2,3,11,vc_fl,0.938756856,1.0
fl_id,nd_id,0,3,0,vc_fl,0.998842593,1.0
fl_id,nd_id,0,3,1,vc_fl,1.032407407,1.0
fl_id,nd_id,0,3,2,vc_fl,1.070601852,1.0
fl_id,nd_id,0,3,3,vc_fl,1.076388889,1.0
fl_id,nd_id,0,3,4,vc_fl,1.041666667,1.0
fl_id,nd_id,0,3,5,vc_fl,1.009259259,1.0
fl_id,nd_id,0,3,6,vc_fl,1.018518519,1.0
fl_id,nd_id,0,3,7,vc_fl,0.965277778,1.0
fl_id,nd_id,0,3,8,vc_fl,0.949074074,1.0
fl_id,nd_id,0,3,9,vc_fl,0.944444444,1.0
fl_id,nd_id,0,3,10,vc_fl,0.962962963,1.0
fl_id,nd_id,0,3,11,vc_fl,0.929398148,1.0
fl_id,nd_id,13,3,0,vc_fl,0.894243641,1.0
fl_id,nd_id,13,3,1,vc_fl,1.123159304,1.0
fl_id,nd_id,13,3,2,vc_fl,1.124497992,1.0
fl_id,nd_id,13,3,3,vc_fl,1.207496653,1.0
fl_id,nd_id,13,3,4,vc_fl,1.250334672,1.0
fl_id,nd_id,13,3,5,vc_fl,1.203480589,1.0
fl_id,nd_id,13,3,6,vc_fl,1.085676037,1.0
fl_id,nd_id,13,3,7,vc_fl,0.922356091,1.0
fl_id,nd_id,13,3,8,vc_fl,0.878179384,1.0
fl_id,nd_id,13,3,9,vc_fl,0.863453815,1.0
fl_id,nd_id,13,3,10,vc_fl,0.81793842,1.0
fl_id,nd_id,13,3,11,vc_fl,0.633199465,1.0
fl_id,nd_id,2,4,0,vc_fl,1.103290676,1.0
fl_id,nd_id,2,4,1,vc_fl,1.015539305,1.0
fl_id,nd_id,2,4,2,vc_fl,1.027422303,1.0
fl_id,nd_id,2,4,3,vc_fl,1.034734918,1.0
fl_id,nd_id,2,4,4,vc_fl,1.024680073,1.0
fl_id,nd_id,2,4,5,vc_fl,1.008226691,1.0
fl_id,nd_id,2,4,6,vc_fl,0.987202925,1.0
fl_id,nd_id,2,4,7,vc_fl,0.984460695,1.0
fl_id,nd_id,2,4,8,vc_fl,0.986288848,1.0
fl_id,nd_id,2,4,9,vc_fl,0.959780622,1.0
fl_id,nd_id,2,4,10,vc_fl,0.932358318,1.0
fl_id,nd_id,2,4,11,vc_fl,0.938756856,1.0
fl_id,nd_id,0,4,0,vc_fl,0.998842593,1.0
fl_id,nd_id,0,4,1,vc_fl,1.032407407,1.0
fl_id,nd_id,0,4,2,vc_fl,1.070601852,1.0
fl_id,nd_id,0,4,3,vc_fl,1.076388889,1.0
fl_id,nd_id,0,4,4,vc_fl,1.041666667,1.0
fl_id,nd_id,0,4,5,vc_fl,1.009259259,1.0
fl_id,nd_id,0,4,6,vc_fl,1.018518519,1.0
fl_id,nd_id,0,4,7,vc_fl,0.965277778,1.0
fl_id,nd_id,0,4,8,vc_fl,0.949074074,1.0
fl_id,nd_id,0,4,9,vc_fl,0.944444444,1.0
fl_id,nd_id,0,4,10,vc_fl,0.962962963,1.0
fl_id,nd_id,0,4,11,vc_fl,0.929398148,1.0
fl_id,nd_id,13,4,0,vc_fl,0.894243641,1.0
fl_id,nd_id,13,4,1,vc_fl,1.123159304,1.0
fl_id,nd_id,13,4,2,vc_fl,1.124497992,1.0
fl_id,nd_id,13,4,3,vc_fl,1.207496653,1.0
fl_id,nd_id,13,4,4,vc_fl,1.250334672,1.0
fl_id,nd_id,13,4,5,vc_fl,1.203480589,1.0
fl_id,nd_id,13,4,6,vc_fl,1.085676037,1.0
fl_id,nd_id,13,4,7,vc_fl,0.922356091,1.0
fl_id,nd_id,13,4,8,vc_fl,0.878179384,1.0
fl_id,nd_id,13,4,9,vc_fl,0.863453815,1.0
fl_id,nd_id,13,4,10,vc_fl,0.81793842,1.0
fl_id,nd_id,13,4,11,vc_fl,0.633199465,1.0
pp_id,ca_id,38,0,0,cap_avlb,0.979936703,0.97711384
pp_id,ca_id,38,0,1,cap_avlb,0.997867644,0.975990456
pp_id,ca_id,38,0,2,cap_avlb,0.92710884,0.968241985
pp_id,ca_id,38,0,3,cap_avlb,0.837583758,0.963846385
pp_id,ca_id,38,0,4,cap_avlb,0.875894041,0.923882711
pp_id,ca_id,38,0,5,cap_avlb,0.622562256,0.647981465
pp_id,ca_id,38,0,6,cap_avlb,0.765802387,0.835970694
pp_id,ca_id,38,0,7,cap_avlb,0.416170649,0.505292465
pp_id,ca_id,38,0,8,cap_avlb,0.525469214,0.764659799
pp_id,ca_id,38,0,9,cap_avlb,0.596027345,0.966628921
pp_id,ca_id,38,0,10,cap_avlb,0.750075008,0.973430676
pp_id,ca_id,38,0,11,cap_avlb,0.800483274,0.977517107
pp_id,ca_id,24,0,0,cap_avlb,0.818706537,0.814295126
pp_id,ca_id,24,0,1,cap_avlb,0.873220568,0.848545525
pp_id,ca_id,24,0,2,cap_avlb,0.829589048,0.829589048
pp_id,ca_id,24,0,3,cap_avlb,0.7393488,0.761648418
pp_id,ca_id,24,0,4,cap_avlb,0.636701579,0.698052138
pp_id,ca_id,24,0,5,cap_avlb,0.712933297,0.734682792
pp_id,ca_id,24,0,6,cap_avlb,0.754199883,0.729026718
pp_id,ca_id,24,0,7,cap_avlb,0.793291349,0.785916357
pp_id,ca_id,24,0,8,cap_avlb,0.863016874,0.793307354
pp_id,ca_id,24,0,9,cap_avlb,0.824594597,0.820167543
pp_id,ca_id,24,0,10,cap_avlb,0.783309212,0.833698114
pp_id,ca_id,24,0,11,cap_avlb,0.737177367,0.737177367
pp_id,ca_id,37,0,0,cap_avlb,1.0,1.0
pp_id,ca_id,37,0,1,cap_avlb,1.0,1.0
pp_id,ca_id,37,0,2,cap_avlb,0.959547276,0.959547276
pp_id,ca_id,37,0,3,cap_avlb,0.932757444,0.756559671
pp_id,ca_id,37,0,4,cap_avlb,0.92415974,0.761868031
pp_id,ca_id,37,0,5,cap_avlb,0.863084695,0.863084695
pp_id,ca_id,37,0,6,cap_avlb,0.636717724,0.766516108
pp_id,ca_id,37,0,7,cap_avlb,0.883633574,0.887199744
pp_id,ca_id,37,0,8,cap_avlb,0.940840545,0.940840545
pp_id,ca_id,37,0,9,cap_avlb,0.772252574,0.910585112
pp_id,ca_id,37,0,10,cap_avlb,0.957421238,0.957421238
pp_id,ca_id,37,0,11,cap_avlb,0.95917758,0.95917758
pp_id,ca_id,39,0,0,cap_avlb,0.930138358,0.905455419
pp_id,ca_id,39,0,1,cap_avlb,0.881672568,0.855737653
pp_id,ca_id,39,0,2,cap_avlb,0.784121945,0.784121945
pp_id,ca_id,39,0,3,cap_avlb,0.684207495,0.684207495
pp_id,ca_id,39,0,4,cap_avlb,0.64388519,0.64388519
pp_id,ca_id,39,0,5,cap_avlb,0.673880752,0.673880752
pp_id,ca_id,39,0,6,cap_avlb,0.706466669,0.706466669
pp_id,ca_id,39,0,7,cap_avlb,0.679322236,0.65800484
pp_id,ca_id,39,0,8,cap_avlb,0.672281481,0.672281481
pp_id,ca_id,39,0,9,cap_avlb,0.73233832,0.696604381
pp_id,ca_id,39,0,10,cap_avlb,0.782677621,0.782677621
pp_id,ca_id,39,0,11,cap_avlb,0.855381708,0.855381708
